1865,1977
1865,2772
1865,2688
1865,325
1865,3883
1865,2474
1865,3437
1865,1497
1865,965
1865,48
15,2435
15,187
15,1864
15,3468
15,937
15,753
16,971
16,3287
16,592
16,3314
16,3541
17,3214
2931,1685
18,51
18,1004
18,3017
18,2646
18,2329
19,375
19,190
19,2323
19,2639
20,947
20,657
20,530
20,1962
20,1722
20,1931
20,1403
20,2750
20,693
20,36
20,974
22,1125
22,2611
23,275
23,2847
23,3731
23,1389
23,399
23,1452
23,250
23,3221
23,2985
23,3767
23,3062
23,3409
23,80
23,2454
23,2695
23,3684
23,1792
23,3550
23,1193
23,557
23,3816
23,2472
23,3755
23,415
23,2344
23,1370
23,911
24,2584
24,3392
24,393
24,1173
24,2770
24,2933
24,1530
24,2731
24,1149
24,3867
24,3135
24,879
24,3244
24,3096
24,373
24,1531
25,2062
25,828
25,146
25,1809
25,3015
25,2130
25,2859
26,3336
26,2248
26,1474
26,1667
26,2719
27,2193
27,1291
27,2823
28,2709
28,2176
28,2583
28,2789
28,3580
28,3056
28,2310
29,1911
29,1483
29,1322
29,2346
29,576
29,761
29,820
29,152
29,791
29,1574
29,780
30,3029
30,2109
30,1775
30,1961
30,2179
30,2694
30,48
30,3122
30,2984
30,3094
30,2449
30,342
30,965
30,229
30,3519
31,2794
31,3467
31,2148
32,946
32,2277
32,86
32,1046
33,62
33,456
33,3763
33,70
33,635
33,3493
33,3508
34,3727
34,3714
34,936
35,2597
35,1516
35,2899
35,2973
36,1403
36,2856
36,1962
36,657
3195,3613
3195,2455
38,2261
253,1576
253,3630
253,2225
253,1251
253,2238
253,3306
253,3690
253,1280
253,1162
253,1571
253,876
253,1694
253,492
253,2720
253,1127
253,3335
40,852
40,1344
41,3284
41,3161
41,2512
2919,1203
2919,277
2919,935
2919,1254
2919,847
2919,2214
2919,2041
42,775
42,2243
42,2008
42,1145
42,3254
43,625
43,730
43,1685
43,270
43,2618
43,951
43,1297
43,1136
43,478
43,2567
43,1286
43,2774
43,3333
44,932
44,2505
44,616
44,3713
45,201
46,386
46,2659
46,2160
46,1925
46,3511
46,372
46,1506
46,2303
46,1634
46,1706
46,749
46,2790
46,452
46,1936
46,2972
46,1100
46,2918
46,3026
46,2406
46,1673
46,2773
46,2250
46,2350
46,1050
46,1060
46,1457
46,3054
46,72
46,1553
46,1114
46,3525
46,2064
46,3791
46,1595
46,1177
46,1596
46,2935
46,545
46,1840
46,423
46,1788
46,2890
46,603
46,1498
46,703
46,1073
46,1422
46,3283
46,2590
46,3431
46,354
46,1720
46,3291
46,3156
46,2804
46,2476
46,2036
46,1986
46,2588
46,3507
46,566
47,2933
47,2524
47,258
47,3775
47,369
47,2517
47,512
48,1202
48,1184
48,2661
48,1205
48,1961
48,1167
48,944
48,391
48,1092
48,3235
48,2365
48,2769
48,2549
48,1696
48,342
48,2206
48,126
48,1998
48,2571
48,2109
48,2241
48,2373
48,3394
48,2724
48,460
48,3659
48,938
48,1766
48,1950
48,3122
48,1977
48,229
48,2984
48,2688
48,2024
48,3519
48,1775
48,3339
48,3593
48,2821
48,258
48,2799
48,3797
48,3651
48,2998
48,3884
48,2478
48,1980
48,3870
48,2464
48,264
48,3143
48,1729
48,3244
48,362
48,672
48,3164
48,1075
48,3552
48,1399
48,2772
48,2179
48,1219
48,325
48,3883
48,2474
48,3437
48,908
48,3517
48,2449
48,3094
48,211
48,1557
48,1920
48,965
48,1497
49,3874
49,2921
49,2666
49,1790
49,2506
50,111
50,3090
50,187
50,1067
3348,2475
3348,564
51,767
51,3040
51,2646
51,2333
51,3666
51,3321
51,2623
51,3017
51,1456
51,2329
51,1004
51,3663
51,1832
51,2131
51,3740
51,2089
51,804
51,3044
52,1000
52,2348
53,3590
53,3766
53,517
53,3526
53,2455
54,3162
54,3399
54,1825
54,1028
54,1871
54,2034
54,679
54,962
54,195
55,1169
55,3644
55,2589
55,3200
55,3169
55,3487
55,3503
55,3150
55,3253
56,1883
56,2993
57,1801
57,2052
58,88
58,1941
58,1904
58,1343
58,449
59,2413
59,3574
60,2982
60,1343
60,2727
2921,3874
2921,1790
2921,3340
2921,1670
2921,2506
2921,3445
61,1526
61,3193
61,3278
62,2975
62,456
62,1504
62,281
62,2269
62,3052
62,70
62,1803
62,1983
62,3011
62,3843
63,266
63,2629
63,957
63,66
63,1133
63,192
63,2407
63,2886
63,2548
63,2939
63,797
63,1301
63,3482
64,2885
64,2008
64,3254
65,1203
65,2335
65,277
65,827
65,3254
65,3252
65,935
65,2031
65,561
65,1570
65,1218
65,501
65,2462
65,3113
65,2877
65,2497
65,2008
65,2041
2517,3775
2517,3254
2517,2008
2517,3823
67,828
67,540
67,991
67,1668
67,3104
67,2446
67,2159
67,3129
68,2625
68,3317
69,3641
70,456
70,635
70,3493
70,3508
71,1888
71,2247
72,386
72,2659
72,2160
72,1925
72,3511
72,372
72,1506
72,2303
72,3376
72,1634
72,1706
72,749
72,2790
72,2895
72,452
72,1936
72,2915
72,2972
72,1100
72,2918
72,3026
72,2406
72,1673
72,1702
72,3156
72,1038
72,2250
72,2350
72,1050
72,1060
72,1457
72,3054
72,1553
72,1114
72,3525
72,2064
72,1177
72,3791
72,1595
72,2363
72,1596
72,2935
72,545
72,1840
72,423
72,1788
72,2890
72,603
72,1498
72,723
72,703
72,1073
72,1422
72,3283
72,2590
72,3431
72,354
72,1720
72,3291
72,2773
72,2804
72,2476
72,2036
72,734
72,1986
72,2588
72,3507
72,566
74,840
2219,457
2219,869
2219,2976
2219,3256
2219,3274
2219,925
10,3845
10,2455
10,2067
10,307
10,3710
10,496
10,3590
10,2185
10,3766
10,2433
10,374
76,386
76,2659
76,575
76,452
76,2672
76,752
76,3844
76,734
76,1761
76,1702
76,529
76,697
76,1038
76,354
76,3476
76,3525
76,1595
76,1177
76,2268
76,545
76,1840
76,92
76,603
76,2112
76,1073
76,1673
76,3156
76,2036
76,1984
76,2412
76,566
77,3099
77,1874
77,2361
77,1929
77,1209
77,3303
77,2370
77,3852
77,309
77,1524
77,3382
77,590
77,2816
77,1119
77,3605
77,2201
77,2764
77,1609
77,315
77,3747
77,2592
77,1464
77,3082
78,3644
78,3762
78,285
78,2305
78,2547
78,3422
78,396
78,2310
78,3364
78,3253
78,134
78,1887
78,650
78,891
78,3200
78,2434
78,3485
78,421
78,363
78,2948
78,2589
78,1548
78,3367
78,3091
79,1900
79,2194
79,3540
79,1338
79,3208
79,1201
80,275
80,2847
80,3731
80,1389
80,399
80,1452
80,250
80,3755
80,2985
80,3767
